1.958255906319292308e+02;5.076754573758461930e+01;0.000000000000000000e+00
1.700785385719642591e+02;5.798492403848678833e+01;1.000000000000000000e+00
1.107583440694972126e+02;3.096950584206754087e+01;0.000000000000000000e+00
1.577366697552383243e+02;4.474032463502440038e+01;1.000000000000000000e+00
1.368763146758217601e+02;4.748464842113824602e+01;1.000000000000000000e+00
1.362537708964159435e+02;3.261130911524318066e+01;0.000000000000000000e+00
1.719071587092560947e+02;5.753393624848790466e+01;1.000000000000000000e+00
1.249963773029872982e+02;5.429785192153585172e+01;0.000000000000000000e+00
1.563890438940064769e+02;5.595398078767193795e+01;1.000000000000000000e+00
1.346874456891776219e+02;5.575456616571600676e+01;0.000000000000000000e+00
1.936333587917656018e+02;5.413480469301170217e+01;0.000000000000000000e+00
1.698578954082300925e+02;5.948427958871329224e+01;1.000000000000000000e+00
1.612534748656109116e+02;3.606576111619904168e+01;1.000000000000000000e+00
1.456906195133691710e+02;5.319862058982700859e+01;1.000000000000000000e+00
1.404616548329256034e+02;4.879882399015648531e+01;1.000000000000000000e+00
1.073383194744677525e+02;5.427220790169157283e+01;0.000000000000000000e+00
1.556670154592641495e+02;3.657486886413391858e+01;1.000000000000000000e+00
1.724158037815399780e+02;4.712869938695703809e+01;0.000000000000000000e+00
1.691589380258091069e+02;3.796208867440553547e+01;1.000000000000000000e+00
1.037763557359466375e+02;3.473069906185983768e+01;0.000000000000000000e+00
1.351241468882544154e+02;4.363982255101835506e+01;0.000000000000000000e+00
1.719503982917053975e+02;4.149190176991488954e+01;1.000000000000000000e+00
1.908751557751966175e+02;4.052638362684080420e+01;0.000000000000000000e+00
1.763894229690541238e+02;3.131156418124077589e+01;0.000000000000000000e+00
1.987932943122745542e+02;5.031646785744833039e+01;0.000000000000000000e+00
1.470245336202362409e+02;4.643415087421847431e+01;1.000000000000000000e+00
1.716208366440050099e+02;5.591949684345971860e+01;1.000000000000000000e+00
1.545307230455489957e+02;4.152448680425136018e+01;1.000000000000000000e+00
1.236654736165699973e+02;4.676661589352804071e+01;0.000000000000000000e+00
1.635458564698085695e+02;3.377780848906191835e+01;1.000000000000000000e+00
1.775206720905144948e+02;3.871274341192729906e+01;0.000000000000000000e+00
1.955657714354549626e+02;5.258850530856027916e+01;0.000000000000000000e+00
1.023077904179134379e+02;5.576889984109435261e+01;0.000000000000000000e+00
1.247255176284726019e+02;5.254392226415421874e+01;0.000000000000000000e+00
1.859962904906414565e+02;4.738148225436184191e+01;0.000000000000000000e+00
1.017328309099135026e+02;4.001237066910302076e+01;0.000000000000000000e+00
1.793088185873687621e+02;3.050920566367173592e+01;0.000000000000000000e+00
